,Unnamed: 0,origin,destination,distance,duration,origin_postcode,destination_postcode
3585,3585,Eastlea Community,Cheesy Waffles Project,18152,1111,SR78DX,DH12LL
3586,3586,Eastlea Community,Chester West & Central Community Project @ Bullion Hall,16593,1332,SR78DX,DH22ES
3587,3587,Eastlea Community,Choysez,45150,2392,SR78DX,NE227DQ
3588,3588,Eastlea Community,Corbridge Middle School,57668,2546,SR78DX,NE455HX
3589,3589,Eastlea Community,Cornerstones Cafe,19799,1308,SR78DX,DH33TF
3590,3590,Eastlea Community,County Durham Tees Valley Rescue Mission,42287,2100,SR78DX,DL55DH
3591,3591,Eastlea Community,Cumberland House,30897,1613,SR78DX,NE46AL
3592,3592,Eastlea Community,Delta North Consett (formerly YMCA),42748,2694,SR78DX,DH85DH
3593,3593,Eastlea Community,Dementia Care,39253,2154,SR78DX,NE137DS
3594,3594,Eastlea Community,Dynamix Extreme Cic,24501,1273,SR78DX,NE83AT
3595,3595,Eastlea Community,East Durham Community Initiatives,3223,251,SR78DX,SR77AU
3596,3596,Eastlea Community,East Durham Partnership,9233,619,SR78DX,SR84TQ
3597,3597,Eastlea Community,Elliott House /Westbridge,32479,1859,SR78DX,NE46US
3598,3598,Eastlea Community,Emmaus North East,22142,1272,SR78DX,NE334RT
3599,3599,Eastlea Community,Eslington House Changing Lives,28582,1429,SR78DX,NE82TQ
3600,3600,Eastlea Community,Excelsior Academy,34136,1808,SR78DX,NE156AF
3601,3601,Eastlea Community,Family Gateway,24383,1369,SR78DX,NE280PP
3602,3602,Eastlea Community,Felling Community Association,22483,1195,SR78DX,NE100NF
3603,3603,Eastlea Community,Forage Community Project,10349,895,SR78DX,SR47RE
3604,3604,Eastlea Community,Francis House Changing Lives,31012,1631,SR78DX,NE46AN
3605,3605,Eastlea Community,Gateshead Young Peoples Mental Health Service,25768,1536,SR78DX,NE81QD
3606,3606,Eastlea Community,Great Lumley Community Centre,13580,1061,SR78DX,DH34JD
3607,3607,Eastlea Community,Great North Road Changing Lives,22198,1425,SR78DX,DH23NL
3608,3608,Eastlea Community,Green Gates Primary,54754,2335,SR78DX,TS104HS
3609,3609,Eastlea Community,Harrowgate Hill Primary,46268,2293,SR78DX,DL30HZ
3610,3610,Eastlea Community,Haswell Mencap Lisa Dixon Centre,11781,779,SR78DX,DH62DA
3611,3611,Eastlea Community,Health Works Newcastle,36500,1836,SR78DX,NE158RZ
3612,3612,Eastlea Community,Hub of Wishes,41946,2085,SR78DX,DL57DZ
3613,3613,Eastlea Community,Investing in People and Culture,25713,1509,SR78DX,NE81SQ
3614,3614,Eastlea Community,"Jet (Wicker Chair) North,  Westerhope",36576,1812,SR78DX,NE55HH
3615,3615,Eastlea Community,Junction 7,41946,2085,SR78DX,DL57DZ
3616,3616,Eastlea Community,Junior Neighbourhood Watch,41946,2085,SR78DX,DL57DZ
3617,3617,Eastlea Community,Kibblesworth Village Millenium Centre,25039,1405,SR78DX,NE110XN
3618,3618,Eastlea Community,Kings Cafe,47311,2367,SR78DX,DL30QT
3619,3619,Eastlea Community,Labyrinth Holistic Cafe,36765,1846,SR78DX,TS181DY
3620,3620,Eastlea Community,Little Sisters Of The Poor - Newcastle,32053,1736,SR78DX,NE47QA
3621,3621,Eastlea Community,Lobley Hill Primary,26875,1360,SR78DX,NE110AT
3622,3622,Eastlea Community,Looked After Through Care Darlington Borough Council,56322,2671,SR78DX,DL15PW
3623,3623,Eastlea Community,Mickley First School,46499,2443,SR78DX,NE437BJ
3624,3624,Eastlea Community,Miss Tina's Coffee Shop,16796,1055,SR78DX,SR52JR
3625,3625,Eastlea Community,Mount Pleasant Primary School,49253,2389,SR78DX,DL39HE
3626,3626,Eastlea Community,Moving On Durham,22613,1395,SR78DX,DH15HL
3627,3627,Eastlea Community,Murton Salvation Army,3027,284,SR78DX,SR79NL
3628,3628,Eastlea Community,New Walk Property Management Middlesbrough,36024,1753,SR78DX,TS13LF
3629,3629,Eastlea Community,New Walk Property Management Stockton,36778,1825,SR78DX,TS181HE
3630,3630,Eastlea Community,Newport Primary,35342,1688,SR78DX,TS15NQ
3631,3631,Eastlea Community,PACT House,27918,1844,SR78DX,DH90JE
3632,3632,Eastlea Community,Park End Primary,41925,1956,SR78DX,TS30AA
3633,3633,Eastlea Community,Pelton Community Centre,21888,1454,SR78DX,DH21DE
3634,3634,Eastlea Community,People's Pantry,40016,2187,SR78DX,NE392BE
3635,3635,Eastlea Community,Pickle Palace,39402,2197,SR78DX,NE404AT
3636,3636,Eastlea Community,Pottery Bank Centre,29676,1799,SR78DX,NE63SW
3637,3637,Eastlea Community,Praxis,32828,1858,SR78DX,NE48ED
3638,3638,Eastlea Community,Prudhoe Castle First School,45259,2430,SR78DX,NE426PH
3639,3639,Eastlea Community,Reach Out Recovery,27115,1636,SR78DX,TS247AD
3640,3640,Eastlea Community,Ron Eager House Changing Lives,26448,1516,SR78DX,NE12AF
3641,3641,Eastlea Community,Roseberry Primary,28768,1424,SR78DX,TS232HJ
3642,3642,Eastlea Community,Rosebrook,32691,1600,SR78DX,TS199LF
3643,3643,Eastlea Community,Sanctuary Supported Housing,34846,1622,SR78DX,TS182HR
3644,3644,Eastlea Community,Sanctuary Supported Living Hartlepool,24477,1351,SR78DX,TS268DB
3645,3645,Eastlea Community,Selby Cottage Childrens Centre,20447,1406,SR78DX,DH22EY
3646,3646,Eastlea Community,Soul Food Spaces (Peace Of Mind),26945,1599,SR78DX,NE84QP
3647,3647,Eastlea Community,Sprinwell Community Hub,23119,1272,SR78DX,NE97AL
3648,3648,Eastlea Community,St Davids Community Project,9465,693,SR78DX,SR33HG
3649,3649,Eastlea Community,St Gabriels Catholic Voluntary Academy,43208,2078,SR78DX,TS79LF
3650,3650,Eastlea Community,St. John the Baptist Primary School,32075,1505,SR78DX,TS190FB
3651,3651,Eastlea Community,St.Peters Court,24907,1644,SR78DX,DH76FB
3652,3652,Eastlea Community,Sunderland Area Parent Support,9278,626,SR78DX,SR32PE
3653,3653,Eastlea Community,Sunderland North Family Zone,8979,727,SR78DX,SR28AB
3654,3654,Eastlea Community,Sunderland Ymca,9405,774,SR78DX,SR12QF
3655,3655,Eastlea Community,Sunshine Day Nursery at Seascape Children's Centre,9330,767,SR78DX,SR85NJ
3656,3656,Eastlea Community,The Albert,10529,674,SR78DX,DH62LT
3657,3657,Eastlea Community,The Ashley Foundation,9425,758,SR78DX,SR12QB
3658,3658,Eastlea Community,The Laurels Childcare Ltd,21346,1331,SR78DX,DH12EY
3659,3659,Eastlea Community,The Oasis Cafe,31827,1722,SR78DX,NE47RW
3660,3660,Eastlea Community,The Opportunity Cafe,34517,1847,SR78DX,NE158NY
3661,3661,Eastlea Community,The Rifty Youth Project,25411,1416,SR78DX,TS254JY
3662,3662,Eastlea Community,Tyneside Vineyard Extraordinary Project,28294,1747,SR78DX,NE62FF
3663,3663,Eastlea Community,Umbrella Community Centre,41698,2623,SR78DX,DH85SD
3664,3664,Eastlea Community,Vinnie's Cafe,26949,1549,SR78DX,NE12TQ
3665,3665,Eastlea Community,Virginia House Changing Lives,31863,1700,SR78DX,NE47NQ
3666,3666,Eastlea Community,Wallsend People Centre,26534,1543,SR78DX,NE286RN
3667,3667,Eastlea Community,Washingwell Primary School,29875,1645,SR78DX,NE164RB
3668,3668,Eastlea Community,West View Primary School,22901,1175,SR78DX,TS249BP
3669,3669,Eastlea Community,West View Project,23307,1192,SR78DX,TS249JQ
3670,3670,Eastlea Community,Wharton Trust,24275,1311,SR78DX,TS248NS
3671,3671,Eastlea Community,Whitehead Street - Changing Lives,21498,1229,SR78DX,NE335ND
3672,3672,Elliott House /Westbridge,Abbey Hill Academy,58036,2881,NE46US,TS198BU
3673,3673,Elliott House /Westbridge,Abbey Lodge,27042,2049,NE46US,SR12QF
3674,3674,Elliott House /Westbridge,Abbott House Changing Lives,995,203,NE46US,NE46NG
3675,3675,Elliott House /Westbridge,Academy 360,23595,1619,NE46US,SR49BA
3676,3676,Elliott House /Westbridge,Age UK Sunderland,25923,1910,NE46US,SR27AQ
3677,3677,Elliott House /Westbridge,All About You,23609,1700,NE46US,SR55LJ
3678,3678,Elliott House /Westbridge,Approach Development,86104,3870,NE46US,TS104NJ
3679,3679,Elliott House /Westbridge,Basement Project,9657,1173,NE46US,NE129NQ
3680,3680,Elliott House /Westbridge,Belle Vue 60+ Club,60349,3075,NE46US,TS251QU
3681,3681,Elliott House /Westbridge,Belle Vue Centre Cafe,60349,3075,NE46US,TS251QU
3682,3682,Elliott House /Westbridge,Belle Vue Play Scheme,60349,3075,NE46US,TS251QU
3683,3683,Elliott House /Westbridge,Belle Vue Youth Project,60349,3075,NE46US,TS251QU
3684,3684,Elliott House /Westbridge,Benfield School,7449,927,NE46US,NE64NU
3685,3685,Elliott House /Westbridge,Beyond Limits,62803,3559,NE46US,DL135JN
3686,3686,Elliott House /Westbridge,Bibby House - Changing Lives,11297,1200,NE46US,NE108XJ
3687,3687,Elliott House /Westbridge,Bilton Hall Community Trust,16363,1502,NE46US,NE323RT
3688,3688,Elliott House /Westbridge,Blyth Star Enterprises,29053,1923,NE46US,NE243AG
3689,3689,Elliott House /Westbridge,Brougham Primary School,54803,2831,NE46US,TS248EU
3690,3690,Elliott House /Westbridge,Byker Community Association,7491,891,NE46US,NE62DX
3691,3691,Elliott House /Westbridge,Cafe on the Shire - NTDF,15558,1472,NE46US,NE270HJ
3692,3692,Elliott House /Westbridge,Changing Lives,9026,760,NE46US,NE110RU
3693,3693,Elliott House /Westbridge,Cheesy Waffles Project,28263,1630,NE46US,DH12LL
3694,3694,Elliott House /Westbridge,Chester West & Central Community Project @ Bullion Hall,19973,1313,NE46US,DH22ES
3695,3695,Elliott House /Westbridge,Choysez,30155,1847,NE46US,NE227DQ
3696,3696,Elliott House /Westbridge,Corbridge Middle School,27454,1465,NE46US,NE455HX
3697,3697,Elliott House /Westbridge,Cornerstones Cafe,18284,1219,NE46US,DH33TF
3698,3698,Elliott House /Westbridge,County Durham Tees Valley Rescue Mission,51786,2513,NE46US,DL55DH
3699,3699,Elliott House /Westbridge,Cumberland House,1603,302,NE46US,NE46AL
3700,3700,Elliott House /Westbridge,Delta North Consett (formerly YMCA),22376,1923,NE46US,DH85DH
3701,3701,Elliott House /Westbridge,Dementia Care,13361,1157,NE46US,NE137DS
3702,3702,Elliott House /Westbridge,Dynamix Extreme Cic,7023,791,NE46US,NE83AT
3703,3703,Elliott House /Westbridge,East Durham Community Initiatives,33131,2087,NE46US,SR77AU
3704,3704,Elliott House /Westbridge,East Durham Partnership,40839,2191,NE46US,SR84TQ
3705,3705,Elliott House /Westbridge,Eastlea Community,31678,1917,NE46US,SR78DX
3706,3706,Elliott House /Westbridge,Emmaus North East,18757,1736,NE46US,NE334RT
3707,3707,Elliott House /Westbridge,Eslington House Changing Lives,4391,534,NE46US,NE82TQ
3708,3708,Elliott House /Westbridge,Excelsior Academy,4232,584,NE46US,NE156AF
3709,3709,Elliott House /Westbridge,Family Gateway,11982,1142,NE46US,NE280PP
3710,3710,Elliott House /Westbridge,Felling Community Association,7696,1049,NE46US,NE100NF
3711,3711,Elliott House /Westbridge,Forage Community Project,25481,1804,NE46US,SR47RE
3712,3712,Elliott House /Westbridge,Francis House Changing Lives,1493,281,NE46US,NE46AN
3713,3713,Elliott House /Westbridge,Gateshead Young Peoples Mental Health Service,4297,668,NE46US,NE81QD
3714,3714,Elliott House /Westbridge,Great Lumley Community Centre,21658,1397,NE46US,DH34JD
3715,3715,Elliott House /Westbridge,Great North Road Changing Lives,23226,1478,NE46US,DH23NL
3716,3716,Elliott House /Westbridge,Green Gates Primary,85404,3892,NE46US,TS104HS
3717,3717,Elliott House /Westbridge,Harrowgate Hill Primary,55767,2706,NE46US,DL30HZ
3718,3718,Elliott House /Westbridge,Haswell Mencap Lisa Dixon Centre,36756,2170,NE46US,DH62DA
3719,3719,Elliott House /Westbridge,Health Works Newcastle,6157,701,NE46US,NE158RZ
3720,3720,Elliott House /Westbridge,Hub of Wishes,51445,2498,NE46US,DL57DZ
3721,3721,Elliott House /Westbridge,Investing in People and Culture,4356,637,NE46US,NE81SQ
3722,3722,Elliott House /Westbridge,"Jet (Wicker Chair) North,  Westerhope",6377,773,NE46US,NE55HH
3723,3723,Elliott House /Westbridge,Junction 7,51445,2498,NE46US,DL57DZ
3724,3724,Elliott House /Westbridge,Junior Neighbourhood Watch,51445,2498,NE46US,DL57DZ
3725,3725,Elliott House /Westbridge,Kibblesworth Village Millenium Centre,11558,1038,NE46US,NE110XN
3726,3726,Elliott House /Westbridge,Kings Cafe,56810,2780,NE46US,DL30QT
3727,3727,Elliott House /Westbridge,Labyrinth Holistic Cafe,62017,3259,NE46US,TS181DY
3728,3728,Elliott House /Westbridge,Little Sisters Of The Poor - Newcastle,1521,264,NE46US,NE47QA
3729,3729,Elliott House /Westbridge,Lobley Hill Primary,6505,696,NE46US,NE110AT
3730,3730,Elliott House /Westbridge,Looked After Through Care Darlington Borough Council,58537,3121,NE46US,DL15PW
3731,3731,Elliott House /Westbridge,Mickley First School,19057,1373,NE46US,NE437BJ
3732,3732,Elliott House /Westbridge,Miss Tina's Coffee Shop,23898,1697,NE46US,SR52JR
3733,3733,Elliott House /Westbridge,Mount Pleasant Primary School,58752,2802,NE46US,DL39HE
3734,3734,Elliott House /Westbridge,Moving On Durham,25901,1654,NE46US,DH15HL
3735,3735,Elliott House /Westbridge,Murton Salvation Army,35183,1998,NE46US,SR79NL
3736,3736,Elliott House /Westbridge,New Walk Property Management Middlesbrough,66674,3310,NE46US,TS13LF
3737,3737,Elliott House /Westbridge,New Walk Property Management Stockton,61625,3204,NE46US,TS181HE
3738,3738,Elliott House /Westbridge,Newport Primary,65992,3245,NE46US,TS15NQ
3739,3739,Elliott House /Westbridge,PACT House,16297,1438,NE46US,DH90JE
3740,3740,Elliott House /Westbridge,Park End Primary,72575,3512,NE46US,TS30AA
3741,3741,Elliott House /Westbridge,Pelton Community Centre,15083,1283,NE46US,DH21DE
3742,3742,Elliott House /Westbridge,People's Pantry,13908,1190,NE46US,NE392BE
3743,3743,Elliott House /Westbridge,Pickle Palace,11959,1127,NE46US,NE404AT
3744,3744,Elliott House /Westbridge,Pottery Bank Centre,6911,1081,NE46US,NE63SW
3745,3745,Elliott House /Westbridge,Praxis,1282,215,NE46US,NE48ED
3746,3746,Elliott House /Westbridge,Prudhoe Castle First School,17817,1360,NE46US,NE426PH
3747,3747,Elliott House /Westbridge,Reach Out Recovery,57765,3193,NE46US,TS247AD
3748,3748,Elliott House /Westbridge,Ron Eager House Changing Lives,3190,670,NE46US,NE12AF
3749,3749,Elliott House /Westbridge,Roseberry Primary,59418,2981,NE46US,TS232HJ
3750,3750,Elliott House /Westbridge,Rosebrook,57835,2857,NE46US,TS199LF
3751,3751,Elliott House /Westbridge,Sanctuary Supported Housing,61018,3070,NE46US,TS182HR
3752,3752,Elliott House /Westbridge,Sanctuary Supported Living Hartlepool,55126,2907,NE46US,TS268DB
3753,3753,Elliott House /Westbridge,Selby Cottage Childrens Centre,18932,1316,NE46US,DH22EY
3754,3754,Elliott House /Westbridge,Soul Food Spaces (Peace Of Mind),4479,702,NE46US,NE84QP
3755,3755,Elliott House /Westbridge,Sprinwell Community Hub,13774,1182,NE46US,NE97AL
3756,3756,Elliott House /Westbridge,St Davids Community Project,26916,1759,NE46US,SR33HG
3757,3757,Elliott House /Westbridge,St Gabriels Catholic Voluntary Academy,73858,3634,NE46US,TS79LF
3758,3758,Elliott House /Westbridge,St. John the Baptist Primary School,58841,2920,NE46US,TS190FB
3759,3759,Elliott House /Westbridge,St.Peters Court,25936,1696,NE46US,DH76FB
3760,3760,Elliott House /Westbridge,Sunderland Area Parent Support,26728,1689,NE46US,SR32PE
3761,3761,Elliott House /Westbridge,Sunderland North Family Zone,26974,2085,NE46US,SR28AB
3762,3762,Elliott House /Westbridge,Sunderland Ymca,27042,2049,NE46US,SR12QF
3763,3763,Elliott House /Westbridge,Sunshine Day Nursery at Seascape Children's Centre,40936,2339,NE46US,SR85NJ
3764,3764,Elliott House /Westbridge,The Albert,41179,2230,NE46US,DH62LT
3765,3765,Elliott House /Westbridge,The Ashley Foundation,26737,1998,NE46US,SR12QB
3766,3766,Elliott House /Westbridge,The Laurels Childcare Ltd,30888,1781,NE46US,DH12EY
3767,3767,Elliott House /Westbridge,The Oasis Cafe,1566,285,NE46US,NE47RW
3768,3768,Elliott House /Westbridge,The Opportunity Cafe,6196,711,NE46US,NE158NY
3769,3769,Elliott House /Westbridge,The Rifty Youth Project,56061,2972,NE46US,TS254JY
3770,3770,Elliott House /Westbridge,Tyneside Vineyard Extraordinary Project,5037,901,NE46US,NE62FF
3771,3771,Elliott House /Westbridge,Umbrella Community Centre,22083,1856,NE46US,DH85SD
3772,3772,Elliott House /Westbridge,Vinnie's Cafe,4884,627,NE46US,NE12TQ
3773,3773,Elliott House /Westbridge,Virginia House Changing Lives,1950,305,NE46US,NE47NQ
3774,3774,Elliott House /Westbridge,Wallsend People Centre,9592,1073,NE46US,NE286RN
3775,3775,Elliott House /Westbridge,Washingwell Primary School,8868,913,NE46US,NE164RB
3776,3776,Elliott House /Westbridge,West View Primary School,53551,2731,NE46US,TS249BP
3777,3777,Elliott House /Westbridge,West View Project,53957,2749,NE46US,TS249JQ
3778,3778,Elliott House /Westbridge,Wharton Trust,54925,2868,NE46US,TS248NS
3779,3779,Elliott House /Westbridge,Whitehead Street - Changing Lives,18113,1693,NE46US,NE335ND
3780,3780,Emmaus North East,Abbey Hill Academy,55085,2678,NE334RT,TS198BU
3781,3781,Emmaus North East,Abbey Lodge,11187,1143,NE334RT,SR12QF
3782,3782,Emmaus North East,Abbott House Changing Lives,16742,1633,NE334RT,NE46NG
3783,3783,Emmaus North East,Academy 360,13901,977,NE334RT,SR49BA
3784,3784,Emmaus North East,Age UK Sunderland,11842,1162,NE334RT,SR27AQ
3785,3785,Emmaus North East,All About You,9889,887,NE334RT,SR55LJ
3786,3786,Emmaus North East,Approach Development,76410,3228,NE334RT,TS104NJ
3787,3787,Emmaus North East,Basement Project,15333,1393,NE334RT,NE129NQ
3788,3788,Emmaus North East,Belle Vue 60+ Club,50655,2433,NE334RT,TS251QU
3789,3789,Emmaus North East,Belle Vue Centre Cafe,50655,2433,NE334RT,TS251QU
3790,3790,Emmaus North East,Belle Vue Play Scheme,50655,2433,NE334RT,TS251QU
3791,3791,Emmaus North East,Belle Vue Youth Project,50655,2433,NE334RT,TS251QU
3792,3792,Emmaus North East,Benfield School,14011,1146,NE334RT,NE64NU
3793,3793,Emmaus North East,Beyond Limits,62732,3492,NE334RT,DL135JN
3794,3794,Emmaus North East,Bibby House - Changing Lives,8903,776,NE334RT,NE108XJ
3795,3795,Emmaus North East,Bilton Hall Community Trust,3448,417,NE334RT,NE323RT
3796,3796,Emmaus North East,Blyth Star Enterprises,27905,1897,NE334RT,NE243AG
3797,3797,Emmaus North East,Brougham Primary School,45110,2188,NE334RT,TS248EU
3798,3798,Emmaus North East,Byker Community Association,14004,1357,NE334RT,NE62DX
3799,3799,Emmaus North East,Cafe on the Shire - NTDF,13130,1187,NE334RT,NE270HJ
3800,3800,Emmaus North East,Changing Lives,17912,1207,NE334RT,NE110RU
3801,3801,Emmaus North East,Cheesy Waffles Project,28192,1563,NE334RT,DH12LL
3802,3802,Emmaus North East,Chester West & Central Community Project @ Bullion Hall,19902,1246,NE334RT,DH22ES
3803,3803,Emmaus North East,Choysez,29007,1821,NE334RT,NE227DQ
3804,3804,Emmaus North East,Corbridge Middle School,51460,2536,NE334RT,NE455HX
3805,3805,Emmaus North East,Cornerstones Cafe,18213,1152,NE334RT,DH33TF
3806,3806,Emmaus North East,County Durham Tees Valley Rescue Mission,51715,2445,NE334RT,DL55DH
3807,3807,Emmaus North East,Cumberland House,16073,1546,NE334RT,NE46AL
3808,3808,Emmaus North East,Delta North Consett (formerly YMCA),39488,2595,NE334RT,DH85DH
3809,3809,Emmaus North East,Dementia Care,23110,1583,NE334RT,NE137DS
3810,3810,Emmaus North East,Dynamix Extreme Cic,12910,1045,NE334RT,NE83AT
3811,3811,Emmaus North East,East Durham Community Initiatives,23438,1445,NE334RT,SR77AU
3812,3812,Emmaus North East,East Durham Partnership,31145,1549,NE334RT,SR84TQ
3813,3813,Emmaus North East,Eastlea Community,21985,1275,NE334RT,SR78DX
3814,3814,Emmaus North East,Elliott House /Westbridge,19905,1728,NE334RT,NE46US
3815,3815,Emmaus North East,Eslington House Changing Lives,15442,1399,NE334RT,NE82TQ
3816,3816,Emmaus North East,Excelsior Academy,22001,1765,NE334RT,NE156AF
3817,3817,Emmaus North East,Family Gateway,8240,798,NE334RT,NE280PP
3818,3818,Emmaus North East,Felling Community Association,10892,967,NE334RT,NE100NF
3819,3819,Emmaus North East,Forage Community Project,15788,1162,NE334RT,SR47RE
3820,3820,Emmaus North East,Francis House Changing Lives,16188,1564,NE334RT,NE46AN
3821,3821,Emmaus North East,Gateshead Young Peoples Mental Health Service,14178,1309,NE334RT,NE81QD
3822,3822,Emmaus North East,Great Lumley Community Centre,21587,1330,NE334RT,DH34JD
3823,3823,Emmaus North East,Great North Road Changing Lives,23155,1411,NE334RT,DH23NL
3824,3824,Emmaus North East,Green Gates Primary,75711,3250,NE334RT,TS104HS
3825,3825,Emmaus North East,Harrowgate Hill Primary,55696,2639,NE334RT,DL30HZ
3826,3826,Emmaus North East,Haswell Mencap Lisa Dixon Centre,27550,1810,NE334RT,DH62DA
3827,3827,Emmaus North East,Health Works Newcastle,30291,1827,NE334RT,NE158RZ
3828,3828,Emmaus North East,Hub of Wishes,51374,2430,NE334RT,DL57DZ
3829,3829,Emmaus North East,Investing in People and Culture,14123,1282,NE334RT,NE81SQ
3830,3830,Emmaus North East,"Jet (Wicker Chair) North,  Westerhope",21813,1770,NE334RT,NE55HH
3831,3831,Emmaus North East,Junction 7,51374,2430,NE334RT,DL57DZ
3832,3832,Emmaus North East,Junior Neighbourhood Watch,51374,2430,NE334RT,DL57DZ
3833,3833,Emmaus North East,Kibblesworth Village Millenium Centre,18831,1395,NE334RT,NE110XN
3834,3834,Emmaus North East,Kings Cafe,56739,2713,NE334RT,DL30QT
3835,3835,Emmaus North East,Labyrinth Holistic Cafe,57721,2760,NE334RT,TS181DY
3836,3836,Emmaus North East,Little Sisters Of The Poor - Newcastle,16913,1604,NE334RT,NE47QA
3837,3837,Emmaus North East,Lobley Hill Primary,20667,1350,NE334RT,NE110AT
3838,3838,Emmaus North East,Looked After Through Care Darlington Borough Council,58466,3054,NE334RT,DL15PW
3839,3839,Emmaus North East,Mickley First School,40291,2434,NE334RT,NE437BJ
3840,3840,Emmaus North East,Miss Tina's Coffee Shop,8260,731,NE334RT,SR52JR
3841,3841,Emmaus North East,Mount Pleasant Primary School,58681,2735,NE334RT,DL39HE
3842,3842,Emmaus North East,Moving On Durham,25830,1586,NE334RT,DH15HL
3843,3843,Emmaus North East,Murton Salvation Army,25489,1356,NE334RT,SR79NL
3844,3844,Emmaus North East,New Walk Property Management Middlesbrough,56981,2667,NE334RT,TS13LF
3845,3845,Emmaus North East,New Walk Property Management Stockton,57735,2740,NE334RT,TS181HE
3846,3846,Emmaus North East,Newport Primary,56298,2603,NE334RT,TS15NQ
3847,3847,Emmaus North East,PACT House,26333,1688,NE334RT,DH90JE
3848,3848,Emmaus North East,Park End Primary,62881,2870,NE334RT,TS30AA
3849,3849,Emmaus North East,Pelton Community Centre,20303,1297,NE334RT,DH21DE
3850,3850,Emmaus North East,People's Pantry,33808,2178,NE334RT,NE392BE
3851,3851,Emmaus North East,Pickle Palace,33193,2187,NE334RT,NE404AT
3852,3852,Emmaus North East,Pottery Bank Centre,13533,1228,NE334RT,NE63SW
3853,3853,Emmaus North East,Praxis,17928,1702,NE334RT,NE48ED
3854,3854,Emmaus North East,Prudhoe Castle First School,39051,2421,NE334RT,NE426PH
3855,3855,Emmaus North East,Reach Out Recovery,48071,2551,NE334RT,TS247AD
3856,3856,Emmaus North East,Ron Eager House Changing Lives,14857,1289,NE334RT,NE12AF
3857,3857,Emmaus North East,Roseberry Primary,49725,2339,NE334RT,TS232HJ
3858,3858,Emmaus North East,Rosebrook,53647,2515,NE334RT,TS199LF
3859,3859,Emmaus North East,Sanctuary Supported Housing,55802,2536,NE334RT,TS182HR
3860,3860,Emmaus North East,Sanctuary Supported Living Hartlepool,45433,2265,NE334RT,TS268DB
3861,3861,Emmaus North East,Selby Cottage Childrens Centre,18861,1249,NE334RT,DH22EY
3862,3862,Emmaus North East,Soul Food Spaces (Peace Of Mind),15355,1372,NE334RT,NE84QP
3863,3863,Emmaus North East,Sprinwell Community Hub,10948,989,NE334RT,NE97AL
3864,3864,Emmaus North East,St Davids Community Project,17222,1116,NE334RT,SR33HG
3865,3865,Emmaus North East,St Gabriels Catholic Voluntary Academy,64164,2992,NE334RT,TS79LF
3866,3866,Emmaus North East,St. John the Baptist Primary School,53031,2419,NE334RT,TS190FB
3867,3867,Emmaus North East,St.Peters Court,25865,1629,NE334RT,DH76FB
3868,3868,Emmaus North East,Sunderland Area Parent Support,17035,1047,NE334RT,SR32PE
3869,3869,Emmaus North East,Sunderland North Family Zone,11423,1170,NE334RT,SR28AB
3870,3870,Emmaus North East,Sunderland Ymca,11187,1143,NE334RT,SR12QF
3871,3871,Emmaus North East,Sunshine Day Nursery at Seascape Children's Centre,31243,1697,NE334RT,SR85NJ
3872,3872,Emmaus North East,The Albert,31485,1588,NE334RT,DH62LT
3873,3873,Emmaus North East,The Ashley Foundation,10882,1092,NE334RT,SR12QB
3874,3874,Emmaus North East,The Laurels Childcare Ltd,30817,1714,NE334RT,DH12EY
3875,3875,Emmaus North East,The Oasis Cafe,16688,1591,NE334RT,NE47RW
3876,3876,Emmaus North East,The Opportunity Cafe,28309,1837,NE334RT,NE158NY
3877,3877,Emmaus North East,The Rifty Youth Project,46367,2330,NE334RT,TS254JY
3878,3878,Emmaus North East,Tyneside Vineyard Extraordinary Project,14357,1395,NE334RT,NE62FF
3879,3879,Emmaus North East,Umbrella Community Centre,38438,2524,NE334RT,DH85SD
3880,3880,Emmaus North East,Vinnie's Cafe,15358,1322,NE334RT,NE12TQ
3881,3881,Emmaus North East,Virginia House Changing Lives,16772,1593,NE334RT,NE47NQ
3882,3882,Emmaus North East,Wallsend People Centre,10392,972,NE334RT,NE286RN
3883,3883,Emmaus North East,Washingwell Primary School,23666,1636,NE334RT,NE164RB
3884,3884,Emmaus North East,West View Primary School,43857,2089,NE334RT,TS249BP
3885,3885,Emmaus North East,West View Project,44264,2107,NE334RT,TS249JQ
3886,3886,Emmaus North East,Wharton Trust,45232,2226,NE334RT,TS248NS
3887,3887,Emmaus North East,Whitehead Street - Changing Lives,1424,166,NE334RT,NE335ND
3888,3888,Eslington House Changing Lives,Abbey Hill Academy,53862,2399,NE82TQ,TS198BU
3889,3889,Eslington House Changing Lives,Abbey Lodge,22868,1567,NE82TQ,SR12QF
3890,3890,Eslington House Changing Lives,Abbott House Changing Lives,3550,378,NE82TQ,NE46NG
3891,3891,Eslington House Changing Lives,Academy 360,19421,1137,NE82TQ,SR49BA
3892,3892,Eslington House Changing Lives,Age UK Sunderland,21749,1428,NE82TQ,SR27AQ
3893,3893,Eslington House Changing Lives,All About You,19435,1218,NE82TQ,SR55LJ
3894,3894,Eslington House Changing Lives,Approach Development,81930,3388,NE82TQ,TS104NJ
3895,3895,Eslington House Changing Lives,Basement Project,10527,1125,NE82TQ,NE129NQ
3896,3896,Eslington House Changing Lives,Belle Vue 60+ Club,56175,2593,NE82TQ,TS251QU
3897,3897,Eslington House Changing Lives,Belle Vue Centre Cafe,56175,2593,NE82TQ,TS251QU
